,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
13048,100.34,1.88,409559.99,1.69,304905.0,-1.28,12954886.0,0.06,-1.29,-1.3,0,6.0
13049,180.01,19.1,38218.74,5.48,-100994.0,22.4,179324.0,2.26,14.75,20.89,0,20.0
13050,386.94,4.97,134327.5,2.11,-551411.0,44.16,196704.0,0.88,15.69,20.6,1,8.0
13051,112.03,-21.42,-33127.36,34.55,-50647.0,103.26,445825.0,1.42,92.17,103.26,0,20.0
13052,153.66,8.12,94966.51,5.26,-51533.0,-26.46,95989.0,5.22,-16.69,-25.64,0,20.0
13053,113.66,2.06,371879.13,1.69,-81898.0,20.98,599017.0,1.13,20.36,23.14,0,20.0
13054,117.36,5.15,90057.52,3.53,-41202.0,1.62,237256.0,1.66,1.84,2.16,0,18.0
13055,121.74,3.19,241813.01,2.6,-54221.0,5.4,249339.0,2.54,3.03,3.68,0,18.0
13056,169.09,2.25,340453.18,1.33,-235217.0,38.8,340286.0,1.33,28.73,48.58,0,19.0
13057,112.21,6.48,114559.73,4.92,71654.0,61.28,298114.0,2.22,58.56,65.71,1,12.0
13058,104.5,1.3,528762.66,1.3,-160043.0,6.1,3550921.0,0.19,5.84,5.84,0,20.0
13059,114.9,3.91,196570.37,2.84,-74398.0,31.48,499038.0,1.34,12.67,14.56,0,21.0
13060,133.98,2.29,335935.36,1.64,-133739.0,34.6,391738.0,1.47,28.67,38.42,0,7.0
13061,112.97,1.76,406277.57,1.43,59920.0,26.69,720466.0,0.88,23.76,26.82,0,19.0
13062,106.27,1.95,391778.18,1.41,271678.0,3.36,2425146.0,0.3,3.28,3.48,0,19.0
13063,275.69,6.6,54444.4,0.93,-564270.0,63.88,384354.0,0.34,24.03,35.02,0,5.0
13064,155.53,4.66,165175.98,2.99,-91728.0,12.45,165095.0,2.99,10.02,15.59,0,18.0
13065,113.37,1.46,508067.8,1.27,104486.0,26.06,871776.0,0.75,22.97,24.92,0,15.0
13066,116.76,1.51,510150.0,1.29,340794.0,29.15,525232.0,1.25,27.46,32.03,0,17.0
13067,122.76,0.34,1292132.81,0.32,297093.0,7.74,1877420.0,0.19,7.07,7.34,0,17.0
13068,128.07,2.6,296272.71,2.01,222393.0,14.22,309283.0,1.94,12.24,15.68,0,19.0
13069,129.21,0.32,1621798.07,0.26,-528140.0,1.77,2158056.0,0.19,2.72,3.15,0,4.0
13070,122.83,0.64,212005.77,0.51,118232.0,1.45,249015.0,0.44,0.85,1.05,0,20.0
13071,166.86,6.35,119113.0,3.76,-1248.0,-75.4,122506.0,3.7,-44.21,-73.77,0,18.0
13072,203.8,9.75,76061.48,2.71,-146642.0,-7.04,190587.0,1.91,-3.13,-6.38,0,17.0
13073,151.95,21.98,34974.25,9.21,-123140.0,6.38,236930.0,2.13,5.9,6.81,1,18.0
13074,208.22,12.19,61023.81,5.71,-58734.0,3.41,63979.0,5.58,2.49,5.18,0,21.0
13075,120.83,11.05,69560.92,2.28,26434.0,0.55,1370337.0,0.46,1.56,1.86,0,19.0
13076,167.03,23.86,32068.8,11.01,-36616.0,-0.55,55787.0,8.21,1.46,2.44,0,18.0
13077,128.88,5.16,148182.12,4.02,79796.0,139.07,167234.0,3.55,118.08,146.66,0,20.0
13078,347.04,21.5,25376.63,4.48,-96544.0,19.17,39061.0,4.02,6.77,23.51,0,3.0
13079,170.36,6.31,121580.5,3.66,55356.0,16.48,127797.0,3.52,10.44,17.53,0,16.0
13080,261.75,0.27,730129.7,0.23,-1360510.0,31.38,1093011.0,0.07,9.92,10.43,0,21.0
13081,185.45,2.4,319472.13,2.13,-39384.0,65.04,196987.0,2.09,44.27,49.62,0,21.0
13082,208.35,4.01,190133.49,2.48,-83966.0,10.42,147395.0,2.48,5.28,8.53,0,10.0
13083,104.74,2.32,70190.41,1.8,61994.0,4.89,429449.0,0.36,4.71,4.94,0,21.0
13084,494.19,29.05,26420.07,5.88,-104144.0,-8.13,26407.0,5.88,-1.37,-6.79,0,15.0
13085,161.45,4.3,174449.96,2.66,35817.0,14.74,174364.0,2.66,9.44,15.25,0,20.0
13086,183.56,2.11,363117.14,1.22,-432633.0,6.91,546378.0,0.76,5.89,8.03,0,18.0
13087,109.59,6.48,118384.99,3.18,92852.0,0.27,1279273.0,0.55,0.26,0.28,0,21.0
13088,128.85,5.05,151787.48,3.61,67973.0,25.59,209571.0,2.84,21.88,28.19,0,8.0
13089,101.65,1.95,389638.99,1.53,-105066.0,0.41,6371113.0,0.12,0.36,0.37,0,18.0
13090,129.26,2.7,234287.06,1.13,-380033.0,14.72,1298023.0,0.38,12.0,14.9,0,20.0
13091,126.91,4.12,179043.1,3.04,89024.0,42.21,236410.0,2.46,35.32,44.82,0,20.0
13092,301.88,3.8,198626.56,1.09,-312333.0,10.87,442411.0,0.56,3.57,5.65,0,21.0
13093,103.13,9.87,35161.09,3.92,-20106.0,9.46,1706287.0,0.2,7.26,7.49,0,18.0
13094,229.02,22.18,34577.39,7.79,-36496.0,23.81,49454.0,6.77,12.21,27.97,0,20.0
13095,184.41,1.58,470706.63,1.51,-152670.0,3.95,680213.0,0.59,1.29,1.31,1,18.0
13096,138.34,37.73,20319.35,16.61,-25848.0,0.66,67377.0,8.22,0.0,0.0,0,18.0
13097,299.77,0.29,1525793.56,0.2,-1733002.0,0.04,964016.0,0.15,0.95,1.23,0,18.0
13098,183.45,0.96,654589.39,0.96,-297759.0,34.29,356655.0,0.96,18.69,18.69,0,19.0
13099,122.15,4.96,154511.87,4.96,-200338.0,18.65,904046.0,0.69,16.78,16.78,0,19.0
13100,125.29,10.74,70162.81,6.68,-30705.0,13.88,175712.0,3.42,11.9,14.75,0,9.0
13101,169.25,1.28,597198.11,0.69,-509507.0,10.62,735430.0,0.61,6.35,10.75,0,20.0
13102,107.33,0.91,827011.12,0.8,53689.0,9.0,1649380.0,0.43,7.42,7.97,0,19.0
13103,118.76,89.17,8584.45,4.2,-145626.0,2.23,926309.0,0.7,1.92,2.28,0,20.0
13104,103.91,4.15,182761.04,3.76,64898.0,3.11,480033.0,1.52,3.31,3.44,0,19.0
13105,110.82,1.64,467492.78,1.48,408335.0,101.37,474803.0,1.45,99.57,110.34,0,4.0
13106,143.74,4.47,165236.86,3.06,-76712.0,46.71,175314.0,2.93,36.5,52.46,0,21.0
13107,1196.21,195.53,3912.77,5.36,-72118.0,308.51,13004.0,4.92,25.94,241.62,0,18.0
13108,146.35,6.96,104342.95,3.23,-123806.0,1.63,266993.0,1.86,2.02,2.93,0,20.0
13109,231.63,7.25,105100.62,3.25,-141447.0,8.16,107406.0,3.06,4.99,10.36,0,9.0
13110,153.84,3.31,227342.78,2.13,39752.0,13.9,234063.0,2.09,11.26,17.33,0,17.0
13111,115.89,2.15,356415.77,1.8,105175.0,29.9,434797.0,1.52,28.22,32.71,0,8.0
13112,104.29,4.94,154815.79,4.24,-25853.0,52.98,602511.0,1.22,55.73,58.12,0,0.0
13113,176.11,11.42,65839.92,5.99,-17666.0,0.94,78060.0,5.36,0.53,0.93,0,19.0
13114,105.47,2.75,278384.9,2.37,-44492.0,1.91,812947.0,0.89,1.86,1.96,0,17.0
13115,144.75,2.69,284239.5,1.87,119155.0,7.91,282118.0,1.87,5.19,7.45,0,18.0
13116,115.6,3.12,245131.22,2.7,210993.0,95.41,245011.0,2.7,87.43,101.06,0,1.0
13117,103.8,3.36,227969.65,2.74,118127.0,34.76,1357933.0,0.54,36.46,37.84,0,21.0
13118,124.82,7.12,107158.08,4.16,-90170.0,-11.0,657912.0,0.93,-8.6,-9.48,0,8.0
13119,168.89,5.53,137671.7,5.53,-59171.0,51.1,85850.0,5.25,33.01,33.01,0,18.0
13120,234.75,5.95,128128.94,2.31,-162275.0,-34.42,149898.0,2.17,-13.97,-32.8,0,18.0
13121,164.96,5.11,130691.62,3.11,-1325953.0,4.41,2000141.0,0.2,3.93,4.03,0,19.0
13122,111.14,7.42,101660.71,3.48,-19998.0,-1.86,1246382.0,0.54,-1.52,-1.65,0,21.0
13123,104.18,2.32,329246.34,2.22,-13763.0,47.44,329085.0,2.22,50.05,52.14,0,9.0
13124,109.12,2.42,316273.34,2.21,280614.0,28.56,316118.0,2.21,26.18,28.57,0,18.0
13125,106.85,3.31,230786.75,3.07,-18010.0,-0.22,262880.0,2.72,-0.87,-0.93,0,21.0
13126,168.48,7.23,105646.83,2.82,-1224350.0,0.28,1787129.0,0.25,0.18,0.2,1,18.0
13127,160.06,2.82,262804.86,1.61,-196477.0,25.56,326958.0,1.41,16.03,25.66,0,20.0
13128,401.22,18.95,40303.24,4.72,-118367.0,61.29,40283.0,4.72,21.07,84.55,0,2.0
13129,117.14,2.57,274307.11,2.2,114831.0,34.88,274173.0,2.2,31.04,36.37,0,16.0
13130,103.97,0.37,2066898.84,0.35,1911145.0,-2.29,2227293.0,0.33,-2.96,-3.08,0,20.0
13131,160.61,5.47,139514.87,2.11,-231591.0,0.05,409661.0,1.16,0.87,1.31,0,20.0
13132,128.23,11.1,67005.97,6.42,-21498.0,6.06,174504.0,3.32,6.03,7.71,0,21.0
13133,116.94,2.13,359294.01,1.75,236808.0,34.0,450356.0,1.45,32.38,37.87,0,18.0
13134,450.16,21.67,30002.44,5.18,-103242.0,131.15,29470.0,4.9,30.01,106.95,1,19.0
13135,137.06,-118.7,-6413.23,2.06,-393433.0,5.7,1061200.0,0.52,4.54,6.12,0,21.0
13136,146.1,5.82,130132.33,3.18,12177.0,23.62,234554.0,2.21,15.18,22.18,0,20.0
13137,163.3,3.37,226359.42,2.71,-139476.0,-13.94,220225.0,2.12,-5.47,-6.46,1,21.0
13138,159.13,2.81,271206.17,1.68,-182486.0,19.04,308458.0,1.55,0.0,0.0,0,21.0
13139,103.62,1.08,706580.15,1.01,655546.0,10.96,1367955.0,0.54,8.58,8.89,0,8.0
13140,138.55,4.85,157347.03,3.5,-2751.0,51.85,157270.0,3.5,41.11,56.96,0,2.0
13141,188.3,3.53,213589.27,1.89,-186912.0,35.27,211566.0,1.89,22.6,42.17,0,20.0
13142,151.19,0.78,875320.18,0.51,-448042.0,3.33,874891.0,0.51,0.99,1.5,0,17.0
13143,196.15,7.93,95232.24,3.04,-207186.0,48.66,220477.0,1.75,27.46,42.5,0,9.0
13144,173.58,4.16,182583.1,2.36,-139417.0,-33.07,189392.0,2.31,-51.97,-90.21,0,17.0
13145,135.83,8.12,93362.24,1.83,8754.0,0.87,896191.0,0.62,-0.07,-0.09,0,19.0
13146,142.94,14.92,50956.65,10.54,40611.0,-22.75,50429.0,10.54,-12.73,-18.01,0,21.0
13147,123.34,2.61,291035.66,2.12,45653.0,10.46,290893.0,2.12,8.13,10.03,0,19.0
13148,205.07,3.68,201398.41,1.4,-326839.0,17.69,310926.0,1.16,10.87,22.29,0,6.0
13149,105.26,6.75,112483.14,4.61,-48371.0,1.33,981477.0,0.73,1.45,1.53,0,17.0
13150,191.21,12.5,60891.38,6.54,-42587.0,26.21,60894.0,6.54,14.02,26.81,0,13.0
13151,107.6,0.86,887250.32,0.86,-62634.0,39.69,824212.0,0.86,39.48,39.48,0,5.0
13152,146.06,4.05,187775.57,2.47,-143538.0,12.43,343303.0,1.52,9.42,12.39,0,21.0
13153,-281.75,9.77,77530.69,4.92,-213874.0,-19.32,-56853.0,4.73,3.06,5.84,1,20.0
13154,185.49,8.72,87295.73,3.69,52827.0,95.53,138783.0,2.95,51.51,95.55,0,1.0
13155,119.98,3.3,230727.34,3.3,-38960.0,7.0,194856.0,3.25,6.18,6.18,0,21.0
13156,104.12,16.44,35604.03,7.4,-64558.0,3.2,2428800.0,0.23,3.18,3.23,0,21.0
13157,131.48,8.03,94478.95,5.34,-47461.0,-0.46,150705.0,3.83,-0.89,-1.18,0,21.0
13158,117.43,1.78,373856.36,1.13,-215543.0,3.53,1235804.0,0.46,3.02,3.55,0,19.0
13159,672.48,49.3,15402.39,7.33,-53392.0,276.17,15395.0,7.33,41.13,276.59,1,18.0
13160,197.83,6.61,114878.61,1.73,-236525.0,7.25,331677.0,1.16,6.08,12.03,0,18.0
13161,127.65,2.41,224171.53,1.87,60835.0,-0.49,234936.0,1.8,-0.38,-0.48,0,20.0
13162,134.49,1.29,584522.13,1.29,-149896.0,1.38,434413.0,1.29,1.38,1.38,0,21.0
13163,134.37,2.51,303335.47,1.71,73551.0,52.73,410094.0,1.38,43.01,57.79,0,9.0
13164,184.84,7.87,90839.42,4.0,-10633.0,27.64,103647.0,3.73,16.01,29.6,0,18.0
13165,106.9,0.01,676259.9,0.01,-45160.0,-28.47,702808.0,0.01,-27.15,-29.03,0,20.0
13166,190.95,1.9,392959.75,1.57,-223998.0,6.44,378110.0,1.03,2.59,2.93,0,18.0
13167,144.77,3.6,210902.08,2.49,-68581.0,38.68,210799.0,2.49,29.87,43.25,0,4.0
13168,132.42,3.35,200870.08,2.41,-78178.0,12.24,240996.0,2.11,11.66,15.44,0,18.0
13169,126.23,4.94,144420.77,2.77,-51498.0,8.2,510437.0,1.11,5.41,6.56,0,16.0
13170,106.21,2.49,291189.34,2.49,-18160.0,2.58,292331.0,2.34,3.48,3.48,0,20.0
13171,151.08,1.91,381962.95,1.26,187558.0,-93.37,389452.0,1.24,-61.25,-92.54,1,11.0
13172,1011.04,108.8,6852.8,4.94,-130631.0,766.86,15808.0,4.66,87.59,885.54,0,5.0
13173,110.69,2.77,273821.42,2.37,146831.0,15.56,442201.0,1.55,15.71,17.38,0,16.0
13174,125.52,0.99,734382.06,0.67,-341904.0,12.57,1339317.0,0.43,11.62,14.59,0,20.0
13175,106.11,2.16,351441.13,2.0,239997.0,0.87,500843.0,1.43,-1.43,-1.5,0,21.0
13176,323.94,11.93,62428.75,3.68,-139804.0,182.96,62398.0,3.68,56.98,184.57,0,11.0
13177,139.99,3.64,185084.94,2.21,-48293.0,5.43,358007.0,1.34,5.75,7.55,0,17.0
13178,184.34,1.99,376912.54,1.99,-173265.0,48.52,205331.0,1.98,26.32,26.32,0,16.0
13179,123.69,3.25,232172.34,2.63,-54993.0,20.73,232058.0,2.63,18.06,22.34,0,14.0
13180,433.6,2.42,313411.86,2.17,-35993.0,-115.91,81398.0,2.15,-23.21,-25.93,0,11.0
13181,132.35,1.59,442860.84,1.2,-173340.0,-12.64,535511.0,0.99,-9.02,-11.26,0,20.0
13182,131.04,-11.93,-63092.07,12.97,-213915.0,5.91,688883.0,0.83,6.25,7.22,0,20.0
13183,198.67,6.18,122602.26,2.96,-122474.0,104.09,135131.0,2.82,58.32,115.86,0,7.0
13184,117.51,3.64,208544.11,3.1,93228.0,45.06,208255.0,3.1,42.39,49.76,0,18.0
13185,109.88,1.04,726234.85,0.95,533668.0,15.62,1120820.0,0.61,15.26,16.21,0,18.0
13186,129.6,3.37,216133.89,2.59,-64285.0,20.62,217094.0,2.58,17.47,22.64,0,15.0
13187,238.89,1.82,417637.09,0.76,310746.0,92.62,419121.0,0.76,40.44,96.61,0,8.0
13188,203.92,35.71,21105.34,6.21,-122691.0,40.65,121460.0,3.04,25.6,42.98,1,19.0
13189,117.32,12.77,56344.23,6.62,-2697.0,-12.32,304053.0,2.02,-12.9,-15.13,0,20.0
13190,124.39,-30.27,-24946.39,1.67,-72663.0,2.52,1952674.0,0.31,1.94,2.42,0,19.0
13191,216.21,2.99,245876.7,1.49,-356848.0,4.19,306919.0,1.11,4.3,6.87,0,8.0
13192,193.65,3.47,201361.43,2.85,-294874.0,-1.83,314708.0,1.14,-0.54,-0.58,0,19.0
13193,202.1,2.32,304581.33,1.38,62667.0,6.94,300376.0,1.16,2.24,3.39,0,10.0
13194,115.86,-54.47,-13766.56,4.39,-75211.0,1.72,1163713.0,0.56,1.44,1.67,0,20.0
13195,122.03,0.65,1161822.16,0.41,-698318.0,3.51,3168923.0,0.19,3.13,3.82,0,11.0
13196,179.82,2.55,296910.45,2.55,-132268.0,34.14,165636.0,2.54,21.27,21.27,0,14.0
13197,104.02,0.43,1383068.96,0.43,-73975.0,9.2,1839231.0,0.31,8.76,8.76,0,20.0
13198,153.82,4.91,154269.07,2.8,82178.0,12.23,214950.0,2.29,8.01,12.33,0,20.0
13199,344.16,2.71,274470.3,2.71,-198968.0,-57.39,81453.0,2.65,-16.68,-16.68,1,21.0
13200,206.91,1.5,428955.53,1.29,-549999.0,8.77,735615.0,0.42,10.51,11.0,0,19.0
13201,168.58,5.43,139279.94,2.44,-96880.0,33.83,248493.0,1.81,21.81,36.76,0,15.0
13202,275.9,8.86,85156.52,2.88,-39763.0,1.97,100238.0,2.73,3.49,9.63,0,20.0
13203,112.22,0.97,783560.35,0.86,-89459.0,89.74,783176.0,0.86,79.82,89.57,0,18.0
13204,172.0,12.27,61690.82,3.77,-101865.0,-7.81,202158.0,2.18,-3.25,-5.41,0,18.0
13205,137.76,5.43,114551.95,3.47,20511.0,4.79,220169.0,2.05,2.1,2.66,0,21.0
13206,112.9,4.16,181715.75,3.62,113698.0,20.29,211683.0,3.16,19.84,22.4,0,21.0
13207,256.5,19.13,39468.08,7.03,5167.0,12.83,43540.0,6.76,26.82,68.28,0,7.0
13208,155.46,0.73,956866.4,0.48,-592168.0,3.44,1067271.0,0.42,3.58,5.15,0,19.0
13209,419.28,4.26,175472.46,1.08,-514135.0,28.19,170670.0,1.04,12.47,44.38,0,20.0
13210,104.76,1.52,436763.29,1.21,-110319.0,5.0,2319009.0,0.27,4.53,4.75,0,18.0
13211,379.16,24.9,30217.63,2.71,-278479.0,93.58,99706.0,1.99,27.71,79.94,0,13.0
13212,103.38,1.19,635497.43,1.14,593823.0,14.41,880497.0,0.83,15.36,15.87,0,19.0
13213,153.81,11.69,63267.37,4.47,-128362.0,-3.31,253457.0,1.9,-1.68,-2.28,0,19.0
13214,135.34,1.76,410622.7,1.3,-9067.0,19.77,410421.0,1.3,16.07,21.75,0,19.0
13215,147.68,1.56,482354.96,1.21,-179141.0,4.48,475603.0,1.07,5.05,6.33,0,9.0
13216,138.98,1.39,543541.31,0.95,-255521.0,3.15,655217.0,0.83,0.52,0.72,0,9.0
13217,279.76,1.6,470422.84,0.71,-680689.0,34.7,380027.0,0.71,12.7,28.62,0,18.0
13218,155.16,8.07,93648.24,5.2,-38322.0,96.36,93602.0,5.2,68.59,106.42,0,13.0
13219,106.81,1.77,425318.81,1.77,-28580.0,19.92,419472.0,1.68,20.55,20.55,0,20.0
13220,104.59,4.43,170501.35,4.21,65489.0,1.67,189680.0,3.8,3.67,3.84,0,20.0
13221,154.46,-42.67,-13253.51,1.68,-635093.0,6.67,1592744.0,0.23,5.54,6.46,0,20.0
13222,104.13,0.78,966355.45,0.78,-38348.0,18.44,927552.0,0.78,19.56,19.56,0,21.0
13223,103.39,1.34,564003.27,1.29,434695.0,75.1,604086.0,1.21,78.54,81.2,0,14.0
13224,103.64,1.53,481681.95,1.41,357720.0,16.29,1088751.0,0.65,17.36,17.99,0,19.0
13225,101.17,1.33,568964.83,1.26,18600.0,15.66,2529246.0,0.29,15.66,15.84,0,21.0
13226,106.77,3.06,246605.35,2.6,115011.0,24.32,632324.0,1.12,25.07,26.77,0,10.0
13227,335.55,7.61,98433.09,2.13,-262870.0,50.05,112253.0,1.99,19.32,59.2,0,14.0
13228,142.54,2.51,300832.92,1.88,102465.0,54.23,284677.0,1.86,46.26,61.42,0,16.0
13229,138.37,0.37,1583814.61,0.28,-626555.0,-2.92,1992590.0,0.21,-2.22,-2.67,0,7.0
13230,103.13,2.37,290820.52,1.93,-66603.0,5.24,2124294.0,0.31,4.74,4.89,0,18.0
13231,106.66,1.17,623722.55,1.07,300989.0,2.35,847955.0,0.8,1.77,1.89,0,20.0
13232,166.03,4.64,156239.22,0.88,-670819.0,2.42,1015435.0,0.43,2.65,4.39,0,14.0
13233,136.65,2.24,336919.29,1.64,-123492.0,-12.73,336754.0,1.64,-38.86,-53.1,0,16.0
13234,150.1,6.87,109609.12,4.48,-58406.0,34.6,116530.0,4.3,23.01,34.54,0,12.0
13235,159.3,2.15,349968.42,1.29,-232550.0,7.6,391950.0,1.21,4.77,7.6,0,19.0
13236,117.13,1.22,315216.18,1.04,-54703.0,90.12,319121.0,1.03,0.0,0.0,0,19.0
13237,121.33,-33.7,-22261.69,4.03,-208535.0,-0.92,977204.0,0.63,-0.76,-0.92,0,14.0
13238,438.47,10.75,69983.62,6.94,-94733.0,10.34,28661.0,5.98,3.98,5.72,0,20.0
13239,1104.66,1.19,633614.47,0.71,-960581.0,24.13,95935.0,0.71,4.5,7.53,1,9.0
13240,191.55,4.47,168562.3,4.47,-120964.0,3.15,128915.0,2.98,1.84,1.84,0,17.0
13241,201.59,7.15,105077.8,3.49,-110644.0,23.0,108854.0,3.42,13.86,27.95,0,10.0
13242,280.53,7.22,101646.99,2.45,-197415.0,42.03,109299.0,2.39,17.58,49.32,0,8.0
13243,104.71,1.3,579515.51,1.26,507514.0,6.1,580932.0,1.24,5.99,6.18,0,20.0
13244,187.21,6.59,114176.26,3.52,10561.0,50.72,114120.0,3.52,30.27,56.66,0,13.0
13245,124.58,4.85,144835.74,3.88,-36061.0,-1.16,146637.0,3.84,-0.93,-1.16,0,20.0
13246,113.32,1.51,488402.71,1.33,-65563.0,4.46,492023.0,1.32,3.5,3.96,0,20.0
13247,153.6,10.44,72070.05,4.87,-25338.0,10.18,153842.0,3.18,6.63,10.18,0,20.0
13248,109.74,1.77,413969.84,1.61,262620.0,39.13,417182.0,1.6,37.74,41.42,0,20.0
13249,288.8,13.37,56267.53,4.63,-5930.0,-18.94,56240.0,4.63,-6.56,-18.94,1,19.0
13250,113.09,-105.51,-7126.79,22.38,-42425.0,-3.33,323910.0,2.05,-2.81,-3.16,0,19.0
13251,108.4,0.83,908691.77,0.75,-95731.0,13.92,1138468.0,0.61,13.04,14.14,0,20.0
13252,316.39,6.67,112662.02,2.11,-227576.0,18.31,112607.0,2.11,6.66,21.06,0,11.0
13253,112.25,0.91,631327.25,0.78,-119440.0,10.84,1810640.0,0.28,10.07,10.63,0,21.0
13254,156.23,0.68,809127.21,0.39,-1016556.0,10.1,1806891.0,0.19,6.8,8.62,0,20.0
13255,121.82,4.23,177404.55,3.19,77968.0,15.04,281492.0,2.19,13.8,16.6,0,8.0
13256,183.88,3.33,219244.31,1.81,-55082.0,40.15,220890.0,1.8,25.06,46.09,0,15.0
13257,126.41,3.3,217119.31,2.58,-61055.0,92.19,231042.0,2.46,83.36,105.38,0,2.0
13258,111.29,2.87,257801.26,2.08,52145.0,19.24,1046961.0,0.63,19.92,21.73,0,21.0
13259,118.06,2.19,339103.99,1.84,-65738.0,70.32,363817.0,1.73,64.45,76.09,0,20.0
13260,113.9,2.47,250721.03,1.79,38088.0,30.52,675723.0,0.8,29.61,33.73,0,20.0
13261,162.75,6.8,110469.97,4.18,37248.0,87.16,110416.0,4.18,56.04,91.2,0,5.0
13262,108.45,1.38,535598.67,1.07,379326.0,2.32,2779532.0,0.25,2.66,2.8,0,12.0
13263,116.01,2.98,252088.46,2.56,-40490.0,-1.09,252764.0,2.56,-1.37,-1.59,0,20.0
13264,261.93,3.62,207214.46,1.36,-352546.0,11.26,217606.0,1.32,0.0,0.0,0,14.0
13265,114.54,1.65,455270.12,1.29,-125260.0,11.29,860784.0,0.76,15.2,17.41,0,11.0
13266,186.19,41.2,18128.98,6.56,-91798.0,27.66,121694.0,3.3,17.28,29.89,0,20.0
13267,281.4,3.54,194021.65,1.69,-254029.0,9.91,154606.0,1.58,7.31,14.32,0,20.0
13268,115.02,1.22,587673.61,1.06,316626.0,5.38,2166569.0,0.29,4.77,4.94,0,19.0
13269,103.4,0.13,5549993.92,0.13,303794.0,-5.57,9190883.0,0.08,-0.98,-1.0,0,20.0
13270,110.69,0.48,1232165.2,0.43,1028086.0,2.35,1244697.0,0.43,0.32,0.36,0,13.0
13271,149.52,2.03,230492.21,1.08,-336817.0,-44.78,679817.0,0.46,-29.52,-36.84,1,21.0
13272,177.83,4.25,175808.22,3.35,-1028405.0,14.14,1320755.0,0.32,7.71,7.86,0,21.0
13273,102.53,0.47,1555417.39,0.39,796169.0,4.03,13371181.0,0.05,2.74,2.81,0,15.0
13274,4375.6,2.13,351394.27,0.88,-465064.0,1749.19,19723.0,0.87,40.62,96.12,0,1.0
13275,207.34,1.43,506809.9,0.93,-1976455.0,6.63,1840380.0,0.19,4.96,5.34,1,21.0
13276,397.21,-292.71,-2343.68,7.56,-69724.0,200.95,31310.0,5.51,50.61,201.02,1,19.0
13277,116.67,1.34,531978.25,1.14,4500.0,-12.51,567070.0,1.08,-10.59,-12.36,0,16.0
13278,103.71,1.13,477765.41,1.1,107217.0,6.9,2185230.0,0.24,6.98,7.02,0,19.0
13279,104.62,2.02,368442.4,1.8,-57725.0,14.39,1249492.0,0.57,13.67,14.14,0,8.0
13280,243.43,9.53,78052.98,3.49,-135303.0,0.46,94290.0,3.24,1.21,2.95,1,16.0
13281,106.93,2.68,279440.3,2.43,165857.0,42.38,417373.0,1.68,43.56,46.58,0,13.0
13282,118.16,2.01,372763.25,1.68,297997.0,0.58,392642.0,1.61,-0.87,-1.03,0,20.0
13283,102.95,1.51,256059.27,1.21,2267.0,0.34,2124250.0,0.18,-3.5,-3.6,0,21.0
13284,115.83,1.5,435322.82,1.28,-75322.0,15.17,483885.0,1.16,14.32,16.59,0,15.0
13285,250.68,1.36,547712.93,0.54,292549.0,22.83,548328.0,0.54,7.44,18.65,0,19.0
13286,155.05,5.73,126350.14,3.67,-70991.0,116.21,128890.0,3.62,76.82,119.12,0,11.0
13287,274.1,3.93,190013.63,2.13,-224143.0,-8.22,128682.0,2.12,-0.45,-0.82,0,19.0
13288,114.31,0.16,683690.22,0.15,579096.0,3.2,802754.0,0.12,2.16,2.19,0,21.0
13289,172.93,1.61,462994.29,1.61,-195291.0,0.79,267659.0,1.61,0.61,0.61,0,20.0
13290,126.38,3.75,199041.15,2.96,-52885.0,52.19,200374.0,2.94,43.87,55.44,0,11.0
13291,110.48,3.47,203070.41,3.14,-21281.0,39.26,202971.0,3.14,39.24,43.35,0,19.0
13292,232.0,5.35,118910.7,2.34,-142454.0,97.26,116796.0,2.34,46.17,105.26,0,4.0
13293,101.07,2.5,298866.04,2.46,167226.0,28.86,466996.0,1.58,28.56,28.86,0,20.0
13294,163.64,4.76,140160.95,3.23,16814.0,75.63,161835.0,2.52,49.82,66.33,0,7.0
13295,144.79,2.35,284459.32,1.51,-314195.0,2.06,1034798.0,0.45,1.49,1.67,0,20.0
13296,114.14,20.67,33731.04,5.2,-132195.0,-8.73,934498.0,0.65,-7.64,-8.43,0,21.0
13297,139.81,2.32,318793.74,1.66,-126915.0,26.16,318637.0,1.66,20.36,28.47,0,18.0
13298,109.86,1.33,554718.87,1.22,-1206.0,16.58,564712.0,1.19,18.16,19.82,0,9.0
13299,109.2,1.04,710034.55,1.04,-62896.0,36.67,683048.0,0.99,36.94,36.94,0,19.0
13300,137.65,7.06,103713.28,4.96,-2315.0,2.22,116401.0,4.57,6.85,9.43,0,13.0
13301,114.56,0.67,1112366.21,0.6,1002165.0,4.19,1091072.0,0.6,6.24,7.01,0,17.0
13302,102.44,0.31,1910214.3,0.27,293103.0,9.51,15712296.0,0.04,-2.56,-2.6,0,11.0
13303,117.87,9.12,81678.96,6.09,10098.0,21.67,230556.0,2.74,22.05,25.93,0,10.0
13304,133.38,4.37,147361.78,2.81,-81871.0,25.42,245147.0,1.97,17.98,23.98,0,16.0
