,Aktywa razem/Kapitał własnyj (%),Wskaźnik rotacji kapitału obrotowego (x),Kapitał obrotowy,Obrót aktywów bieżących (x),Gotówka netto,Stopa zwrotu z kapitału własnego (ROE) (%),Kapitał własny ogółem,Wskaźnik rotacji aktywów (x),Operacyjny wskaźnik rentowności aktywów (%),Zwrot z kapitału zaangażowanego (%),into_default,Wiek firmy (lata)
36839,198.21,21.3,535541.75,6.75,-1041456.0,27.15,1403998.0,4.1,17.46,29.83,1,10.0
36840,279.42,7.61,1498475.07,2.25,-5377268.0,11.39,3530006.0,1.16,6.05,9.48,1,21.0
36841,237.93,9.34,1212987.46,3.54,-2375203.0,13.43,1995138.0,2.39,7.31,12.56,0,21.0
36842,110.02,1.08,10370434.2,0.95,1159340.0,8.46,15718448.0,0.63,6.45,7.02,0,19.0
36843,146.57,6.85,1195931.82,4.27,-109274.0,87.48,1990047.0,2.81,69.62,92.58,1,20.0
36844,185.23,4.59,2492716.37,2.0,-2735086.0,8.78,3909695.0,1.58,7.72,13.93,0,19.0
36845,145.68,4.02,2808139.44,2.64,-763949.0,25.6,3205619.0,2.42,20.86,30.4,0,12.0
36846,180.82,5.03,2252899.31,2.68,-634395.0,13.21,2549946.0,2.46,9.71,16.96,0,20.0
36847,106.91,3.33,3428957.11,3.08,-277099.0,41.07,4008735.0,2.67,45.99,49.16,0,8.0
36848,133.36,11.43,1003278.88,10.02,-177241.0,36.68,1347021.0,6.38,27.74,30.11,0,20.0
36849,236.72,16.35,695221.79,6.98,-953367.0,72.14,852469.0,5.63,38.19,71.08,0,7.0
36850,214.16,6.54,1751950.54,2.72,-2435881.0,4.84,2278841.0,2.35,4.58,9.21,0,20.0
36851,250.13,17.4,659037.75,6.35,-972390.0,65.74,796305.0,5.75,25.44,59.93,0,18.0
36852,437.66,36.48,284155.18,5.78,-1514350.0,100.76,461089.0,5.13,29.46,116.94,0,21.0
36853,203.08,2.79,4060713.37,1.13,-3643869.0,31.14,6207595.0,0.9,17.66,33.57,0,17.0
36854,213.68,3.91,2921426.33,1.83,782084.0,46.42,2997999.0,1.78,26.95,55.96,0,12.0
36855,249.35,8.78,1274314.92,2.98,-2924747.0,55.0,2518877.0,1.78,28.47,47.06,1,2.0
36856,143.33,3.71,2844432.52,2.15,-1917242.0,15.56,5002956.0,1.47,15.78,22.12,0,21.0
36857,134.24,12.64,904348.99,8.36,-161204.0,7.4,1726836.0,4.93,6.16,7.7,0,19.0
36858,200.67,5.44,2102333.74,2.67,-1178493.0,26.85,2234780.0,2.55,17.51,34.01,0,11.0
36859,210.25,9.74,1169633.38,3.68,-622959.0,12.61,1752966.0,3.09,5.23,10.92,0,11.0
36860,107.16,0.6,18576636.1,0.56,-1216474.0,32.11,18757764.0,0.56,36.76,39.39,0,18.0
36861,176.26,3.56,3169535.99,1.67,-3437803.0,4.34,4860232.0,1.32,5.54,9.53,0,8.0
36862,242.86,4.59,2421602.6,1.39,-5900643.0,-5.53,5504506.0,0.83,-0.92,-1.58,0,21.0
36863,173.38,16.07,590587.51,5.36,-402362.0,1.05,1899602.0,2.88,0.5,0.78,0,15.0
36864,115.49,3.06,3672239.73,2.39,-1030017.0,21.3,6644730.0,1.47,22.98,26.54,0,18.0
36865,1059.29,13.4,848809.54,4.21,-2453625.0,89.2,261595.0,4.1,10.98,33.15,1,11.0
36866,144.79,10.94,970957.76,4.37,-2336450.0,20.05,5313815.0,1.38,14.62,18.05,0,19.0
36867,118.9,2.43,4634352.52,1.99,-269571.0,32.8,5435337.0,1.74,28.47,33.85,0,1.0
36868,116.07,2.99,3799833.92,2.41,-331284.0,21.59,6281213.0,1.56,22.06,25.23,0,21.0
36869,150.47,10.15,1088419.34,3.87,-1638801.0,6.53,4118026.0,1.78,5.48,7.66,0,19.0
36870,245.04,9.9,1146461.74,3.76,-1761830.0,11.81,1264347.0,3.58,11.26,27.6,0,7.0
36871,229.43,5.36,2130126.09,2.21,-2673838.0,7.65,2377397.0,2.09,5.71,12.93,0,7.0
36872,118.81,2.28,4978584.47,1.85,1576640.0,6.99,6102017.0,1.56,7.79,9.26,0,20.0
36873,346.07,32.56,345500.01,6.22,-990823.0,56.92,593981.0,5.47,24.04,83.18,1,8.0
36874,144.13,7.83,1456749.13,4.32,-1185081.0,29.56,2684247.0,2.95,25.56,36.84,0,9.0
36875,146.56,6.67,1709628.26,5.38,-93805.0,63.64,1522358.0,5.11,42.66,52.27,0,13.0
36876,110.15,2.96,3584347.75,2.28,-471821.0,21.2,12121981.0,0.79,19.32,21.0,0,18.0
36877,147.45,3.58,3173285.63,2.05,-3369872.0,14.92,6930602.0,1.06,13.66,17.53,0,14.0
36878,179.81,4.58,2489200.07,2.49,-2065174.0,15.71,2665299.0,2.38,6.97,12.39,0,20.0
36879,118.01,2.32,4861282.55,1.69,1016666.0,30.44,10024421.0,0.95,30.8,36.35,0,6.0
36880,229.62,27.15,420232.25,6.81,-1329192.0,34.98,1038216.0,4.78,20.01,42.21,0,10.0
36881,113.97,3.77,3024675.16,3.29,1724135.0,15.92,3705385.0,2.7,16.9,18.9,0,18.0
36882,109.81,1.85,6018036.79,1.68,1610545.0,9.06,6751954.0,1.46,12.01,13.04,0,21.0
36883,222.37,0.9,12423483.72,0.44,-11926450.0,7.14,11801456.0,0.43,1.72,3.48,0,15.0
36884,246.72,3.7,2824540.2,1.69,-4407635.0,9.87,3052438.0,1.39,6.32,11.4,0,10.0
36885,183.74,3.24,3513854.6,1.55,-3118855.0,12.83,4714352.0,1.31,9.46,17.03,0,18.0
36886,163.69,2.34,4688380.25,1.48,-3784030.0,4.63,6065502.0,1.1,3.12,4.3,0,19.0
36887,140.2,3.14,3579294.45,2.11,-2179105.0,15.5,5668289.0,1.41,12.17,15.59,0,20.0
36888,255.43,8.16,1394427.2,3.48,-1986214.0,18.42,1293656.0,3.44,9.36,21.62,0,20.0
36889,202.59,6.7,1701348.25,2.69,-1233487.0,14.46,2471314.0,2.27,8.74,17.7,0,17.0
36890,302.74,19.53,580028.0,4.03,-1627062.0,14.44,1101704.0,3.4,8.62,26.11,1,20.0
36891,102.22,3.86,2946457.13,3.51,293532.0,-1.87,17731967.0,0.63,-1.83,-1.86,0,14.0
36892,161.55,1.66,6863426.91,1.04,-2135634.0,66.52,8034713.0,0.88,8.16,11.98,0,21.0
36893,139.4,4.11,2751047.82,2.47,-2321616.0,21.84,6946378.0,1.17,22.02,27.17,0,21.0
36894,138.07,8.9,1269456.34,1.77,-426733.0,1.25,15738254.0,0.52,0.19,0.24,0,20.0
36895,119.13,10.85,1042661.7,2.29,-1440375.0,1.15,22220599.0,0.43,-0.31,-0.37,0,19.0
36896,137.47,5.33,2131523.82,3.26,-1496588.0,26.85,4163651.0,1.99,25.1,32.9,0,19.0
36897,188.77,5.62,2023179.81,2.94,-1316796.0,45.19,2073801.0,2.9,29.26,55.22,0,20.0
36898,138.94,3.23,3459582.19,2.04,474178.0,19.97,6417748.0,1.25,13.61,17.64,0,20.0
36899,108.86,1.01,11196266.49,0.87,6475143.0,0.51,22587347.0,0.46,4.26,4.59,0,19.0
36900,455.23,21.29,533940.36,4.53,-1523738.0,26.13,558916.0,4.47,7.41,33.11,0,21.0
36901,227.89,3.53,3213875.34,1.63,-4075387.0,32.21,3200863.0,1.56,20.88,42.81,0,4.0
36902,124.45,3.16,3583698.73,2.38,189424.0,11.09,5026860.0,1.81,11.2,13.8,0,18.0
36903,340.87,7.46,1522096.87,4.97,-1737193.0,38.57,720849.0,4.62,0.0,0.0,0,15.0
36904,132.52,2.49,4548996.32,1.79,-1775750.0,30.73,5527343.0,1.55,29.27,38.78,0,12.0
36905,290.61,4.34,2594717.98,1.59,-17570398.0,25.85,12217958.0,0.32,12.18,13.95,1,21.0
36906,216.26,28.33,387522.63,3.91,-3154601.0,43.54,2712056.0,1.87,22.31,37.97,0,14.0
36907,258.99,10.62,1068271.13,4.19,-1551490.0,25.54,1048741.0,4.17,15.34,38.64,0,16.0
36908,420.95,-23.33,-486720.08,2.91,-4382327.0,256.26,1337922.0,1.98,75.18,316.49,0,6.0
36909,109.2,3.75,3002258.52,3.61,-300503.0,16.34,3264212.0,3.16,17.25,17.84,0,14.0
36910,136.48,3.74,3034376.44,2.32,1353465.0,7.34,5154848.0,1.61,5.98,8.1,0,16.0
36911,163.27,4.69,1624102.94,2.88,-2500355.0,6.98,3950193.0,1.18,-2.38,-2.82,0,21.0
36912,146.72,9.8,1157703.29,6.84,-578807.0,19.83,1238290.0,6.24,21.01,29.01,0,9.0
36913,221.24,5.81,1947492.49,3.34,-1943880.0,27.01,1789301.0,2.86,17.54,27.59,0,11.0
36914,118.73,3.94,2837882.08,3.05,-874052.0,21.42,4747778.0,1.98,17.48,20.49,0,19.0
36915,102.3,2.76,4089385.16,2.69,1525092.0,47.08,4366819.0,2.52,53.01,54.23,0,4.0
36916,146.23,4.2,2617791.78,2.56,-694662.0,-3.34,4474550.0,1.68,0.68,0.92,0,20.0
36917,261.28,13.05,861472.06,5.25,-2138176.0,25.33,1355651.0,3.17,14.98,23.46,0,8.0
36918,171.55,2.5,4515604.71,1.41,-1996827.0,13.44,4993816.0,1.32,10.4,17.5,0,20.0
36919,266.19,67.77,153892.85,2.24,-6542553.0,38.85,3942950.0,0.99,2.88,5.04,1,4.0
36920,229.42,16.05,705230.94,5.49,-1251504.0,26.82,1053451.0,4.68,11.85,26.96,0,19.0
36921,137.26,3.5,3207742.66,2.24,1578553.0,31.5,4826326.0,1.69,24.02,32.96,0,17.0
36922,231.09,5.7,1895880.1,3.22,-1764801.0,16.83,2220338.0,2.1,9.49,13.25,0,19.0
36923,143.22,6.26,1808278.74,4.37,-781800.0,12.06,1808078.0,4.37,9.8,14.04,0,12.0
36924,187.95,3.48,3223708.05,2.02,-2847924.0,8.31,4013466.0,1.48,7.56,10.93,0,6.0
36925,115.91,1.04,10176217.75,0.92,603040.0,11.39,19258462.0,0.47,11.11,11.82,0,21.0
36926,174.6,13.84,816128.74,7.9,-314857.0,35.13,822644.0,7.86,30.84,53.83,0,5.0
36927,185.04,4.49,2517013.74,2.42,-2085004.0,19.17,2538283.0,2.41,10.83,20.02,0,19.0
36928,144.0,5.91,1867400.35,1.78,-475650.0,4.15,10234194.0,0.75,1.26,1.78,0,19.0
36929,544.94,39.91,275484.39,6.89,-1298763.0,42.51,313777.0,6.43,11.74,51.38,0,9.0
36930,247.04,45.37,249123.06,2.89,-3643206.0,19.81,3000324.0,1.52,8.95,17.68,0,12.0
36931,136.16,4.27,2640958.92,2.08,-1757542.0,20.38,4745610.0,1.69,17.95,30.76,0,20.0
36932,224.28,12.58,896507.58,3.03,-2160509.0,40.49,2270308.0,2.21,19.9,44.64,0,17.0
36933,178.66,11.38,992709.69,4.87,-645722.0,20.01,1686664.0,3.75,15.39,27.5,0,18.0
36934,120.34,2.51,4480906.73,1.87,-828910.0,11.22,9145949.0,1.02,10.71,12.45,0,21.0
36935,134.01,1.03,10455133.33,0.78,2462264.0,14.0,19448198.0,0.41,10.77,12.32,0,11.0
36936,122.52,1.54,7190247.5,1.14,-919612.0,17.02,11023702.0,0.82,15.93,19.51,0,18.0
36937,173.18,4.0,2777033.73,2.13,-1997566.0,-6.97,3473599.0,1.85,-3.34,-5.59,0,20.0
36938,327.66,9.03,1246794.9,2.67,-2970346.0,3.49,1304085.0,2.63,2.68,8.78,0,12.0
36939,124.91,2.85,3903137.5,2.14,2386347.0,40.9,5560089.0,1.6,33.58,41.22,0,16.0
36940,118.71,34.54,327066.34,29.1,-61209.0,39.36,326906.0,29.1,-3.72,-4.41,0,5.0
36941,125.43,1.94,5821940.63,1.51,22286.0,-2.05,9525582.0,0.94,-2.78,-3.22,0,20.0
36942,110.28,1.49,7546096.57,1.36,4921207.0,11.74,8824193.0,1.15,9.76,10.53,0,20.0
36943,352.41,39.84,282618.04,6.86,-1357903.0,46.28,537706.0,5.94,14.3,50.38,0,21.0
36944,108.99,39.25,287466.99,31.76,-67783.0,31.33,753437.0,13.73,36.81,40.12,0,18.0
36945,169.22,4.73,2387721.18,2.73,-1749892.0,66.24,2526674.0,2.64,48.68,82.38,0,9.0
36946,521.36,32.11,351489.15,7.98,-1286513.0,80.06,316556.0,6.83,19.0,53.28,0,8.0
36947,125.93,2.51,4488661.3,1.83,689993.0,29.01,6589638.0,1.36,28.74,35.91,0,21.0
36948,349.43,5.08,2206602.4,2.48,-2830335.0,44.92,1486109.0,2.16,15.4,27.75,0,17.0
36949,197.9,10.74,1042069.72,4.76,-835477.0,57.52,2180299.0,2.59,37.27,53.54,0,13.0
36950,205.64,7.21,1560942.16,3.28,-1730793.0,5.77,2202847.0,2.48,-0.47,-0.8,0,20.0
36951,112.14,26.08,424972.1,4.05,-923514.0,4.34,19023102.0,0.52,4.81,5.4,0,20.0
36952,148.65,3.68,2904897.73,2.12,-2142300.0,59.41,4401231.0,1.63,40.38,60.03,0,5.0
36953,255.04,9.31,1205120.69,3.35,-2313119.0,3.95,1505895.0,2.92,2.79,6.33,1,20.0
36954,140.88,3.09,3622487.04,2.11,-656770.0,24.96,4156285.0,1.91,22.28,31.24,0,20.0
36955,115.15,2.71,3886311.68,2.01,-46354.0,22.09,10237820.0,0.89,19.14,21.61,0,18.0
36956,164.03,5.7,1932253.95,2.83,154943.0,10.46,3315929.0,2.02,8.96,14.02,0,21.0
36957,244.26,17.81,628236.05,3.51,-2556046.0,23.26,1770999.0,2.59,13.4,32.72,0,5.0
36958,207.78,1.81,6210866.26,0.83,-4192964.0,21.92,6796125.0,0.8,12.0,24.9,0,17.0
36959,114.98,3.76,2740444.73,2.16,1814725.0,7.68,14220220.0,0.63,7.75,8.85,0,20.0
36960,124.03,2.88,3874470.7,2.26,-1408595.0,13.53,7292525.0,1.23,13.15,14.9,0,21.0
36961,422.61,41.9,255071.26,4.69,-2106513.0,259.81,652633.0,3.87,72.94,274.28,1,7.0
36962,232.73,11.84,947755.54,3.57,-3353407.0,19.7,3065693.0,1.57,13.25,19.13,0,9.0
36963,190.39,10.99,1021943.79,4.59,-1410006.0,26.92,1588058.0,3.71,19.21,36.37,0,8.0
36964,194.23,4.78,2255396.84,1.85,-4101463.0,-7.03,4369917.0,1.27,-1.42,-2.46,0,12.0
36965,144.52,5.02,2203499.75,3.16,69287.0,26.2,2900652.0,2.64,21.58,31.19,0,20.0
36966,198.52,4.77,2346439.19,2.25,-1709204.0,35.4,3489013.0,1.61,19.15,30.77,0,13.0
36967,153.53,33.26,338080.18,21.62,284631.0,238.42,339763.0,21.55,155.3,238.42,0,21.0
36968,202.77,21.83,514295.16,6.24,-1082309.0,34.72,1264021.0,4.38,17.12,34.34,0,21.0
36969,110.43,1.6,6959668.02,1.4,2396414.0,2.83,9785547.0,1.03,2.22,2.44,0,20.0
36970,222.18,10.5,1041456.04,4.68,-2123926.0,21.63,2262015.0,2.17,11.23,15.12,1,18.0
36971,583.73,2.43,4546871.82,1.05,-6300417.0,48.71,2053873.0,0.92,12.05,24.15,0,20.0
36972,300.26,4.69,2383032.46,1.53,-1389458.0,37.42,2446530.0,1.52,15.14,45.45,0,21.0
36973,175.02,-67.36,-166441.64,14.51,-854375.0,18.34,1314332.0,4.87,4.45,7.51,1,19.0
36974,321.9,7.96,1395148.2,2.46,-3098491.0,-14.33,1444912.0,2.39,-5.96,-18.13,0,21.0
36975,126.21,3.44,3259854.94,2.72,1262169.0,93.07,3265589.0,2.72,89.9,113.46,0,11.0
36976,123.99,2.07,5399337.34,1.61,-1556698.0,24.55,6484857.0,1.39,24.13,29.83,0,9.0
36977,390.17,14.3,752062.26,3.6,45433.0,61.44,770429.0,3.58,20.06,78.08,1,19.0
36978,176.16,3.69,3036541.9,2.06,171126.0,30.02,3142480.0,2.02,21.2,37.34,0,10.0
36979,102.49,3.34,3345583.33,3.14,1815756.0,24.63,8720588.0,1.25,29.79,30.53,0,15.0
36980,173.59,4.81,2324073.05,2.67,-2082533.0,63.03,2807414.0,2.28,45.5,73.38,0,9.0
36981,142.51,6.06,1776058.01,2.67,-3311667.0,1.54,7961201.0,0.95,1.38,1.72,0,21.0
36982,111.49,0.6,18743390.2,0.52,-2650435.0,5.06,23641450.0,0.42,-1.11,-1.24,0,19.0
36983,127.58,4.73,2358061.12,3.49,-684908.0,29.24,3070858.0,2.84,29.13,36.98,0,18.0
36984,217.63,30.11,369557.35,4.57,-1052529.0,23.14,1753587.0,2.91,16.32,35.52,0,9.0
36985,200.35,8.03,1386684.29,2.56,-2440036.0,53.9,3372482.0,1.65,28.79,51.36,0,20.0
36986,229.39,20.28,546717.87,3.31,-2236542.0,17.51,2187302.0,2.21,10.68,24.16,0,17.0
36987,138.72,2.61,4236644.61,1.81,-1707283.0,14.18,4818952.0,1.66,13.55,18.79,0,20.0
36988,198.7,2.19,4983623.65,1.17,-5210656.0,0.94,5436018.0,1.01,2.69,4.5,0,14.0
36989,254.01,6.44,1724169.71,1.96,-6783193.0,25.05,4628878.0,0.92,12.84,19.1,0,7.0
36990,180.16,0.23,46392777.89,0.21,-35816968.0,1.07,107577632.0,0.06,0.74,0.76,0,21.0
36991,115.48,4.52,2463863.98,3.24,-409423.0,14.16,6263175.0,1.54,15.28,17.65,0,21.0
36992,211.77,11.19,996836.61,3.58,-3850697.0,30.49,3415156.0,1.54,29.32,41.44,0,5.0
36993,141.38,3.96,2736796.66,2.36,-193175.0,9.92,5986347.0,1.28,5.8,7.43,0,19.0
36994,171.94,3.73,2976481.99,2.33,-656743.0,35.08,3524398.0,1.83,23.49,33.27,0,20.0
36995,118.73,12.75,872790.03,9.59,-23813.0,16.32,1728450.0,5.42,16.5,19.19,0,18.0
36996,113.5,3.1,3596720.47,2.62,-494669.0,20.94,4894485.0,2.01,21.96,24.92,0,19.0
36997,212.44,2.96,3766293.67,1.28,-4598051.0,15.29,4389057.0,1.2,8.74,18.57,0,17.0
36998,255.37,6.07,1807166.83,2.15,-3213826.0,2.6,2130698.0,2.02,2.35,5.98,0,21.0
36999,112.07,6.96,1594792.77,1.62,-1713953.0,0.98,44771648.0,0.22,0.87,0.97,0,19.0
37000,154.51,1.63,6588446.11,0.91,-6495221.0,5.76,22507943.0,0.31,6.03,7.1,1,12.0
37001,346.58,13.21,845464.47,4.21,-3320235.0,28.2,1350606.0,2.38,11.64,18.95,0,19.0
37002,127.35,3.54,3152928.82,2.23,-885525.0,31.17,6752908.0,1.3,29.83,37.98,0,20.0
